,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,OT,Notes
35.0,2025-01-18,Santa Clara,,Gonzaga,,,
16.0,2025-01-18,Tarleton State,,Grand Canyon,,,
23.0,2025-01-18,Presbyterian,,High Point,,,
28.0,2025-01-18,American,,Holy Cross,,,
38.0,2025-01-18,Texas-Rio Grande Valley,,Houston Christian,,,
23.0,2025-01-18,Eastern Washington,,Idaho,,,
24.0,2025-01-18,Montana,,Idaho State,,,
45.0,2025-01-18,Missouri State,,Illinois State,,,
39.0,2025-01-18,Texas A&M-Corpus Christi,,Incarnate Word,,,
46.0,2025-01-18,Drake,,Indiana State,,,
33.0,2025-01-18,Central Arkansas,,Jacksonville,,,
24.0,2025-01-18,Sam Houston,,Jacksonville State,,,
46.0,2025-01-18,Appalachian State,,James Madison,,,
43.0,2025-01-18,Kansas State,,Kansas,,,
25.0,2025-01-18,Louisiana Tech,,Kennesaw State,,,
28.0,2025-01-18,Miami (OH),,Kent State,,,
35.0,2025-01-18,Alabama,,Kentucky,,,
29.0,2025-01-18,Colgate,,Lafayette,,,
30.0,2025-01-18,Loyola (MD),,Lehigh,,,
26.0,2025-01-18,New Mexico State,,Liberty,,,
34.0,2025-01-18,Austin Peay,,Lipscomb,,,
36.0,2025-01-18,Cal State Fullerton,,Long Beach State,,,
18.0,2025-01-18,Saint Francis (PA),,Long Island University,,,
47.0,2025-01-18,Louisiana,,Louisiana-Monroe,,,
60.0,2025-01-18,Virginia,,Louisville,,,
36.0,2025-01-18,San Diego,,Loyola Marymount,,,
43.0,2025-01-18,Niagara,,Manhattan,,,
44.0,2025-01-18,Rider,,Marist,,,
40.0,2025-01-18,Xavier,,Marquette,,,
18.0,2025-01-18,Maine,,Maryland-Baltimore County,,,
40.0,2025-01-18,Lamar,,McNeese State,,,
45.0,2025-01-18,Siena,,Merrimack,,,
61.0,2025-01-18,Southern Methodist,,Miami (FL),,,
27.0,2025-01-18,Western Kentucky,,Middle Tennessee,,,
36.0,2025-01-18,Mississippi,,Mississippi State,,,
37.0,2025-01-18,Arkansas,,Missouri,,,
40.0,2025-01-18,Lindenwood,,Morehead State,,,
46.0,2025-01-18,Quinnipiac,,Mount St. Mary's,,,
47.0,2025-01-18,Bradley,,Murray State,,,
63.0,2025-01-18,California,,NC State,,,
19.0,2025-01-18,New Hampshire,,NJIT,,,
39.0,2025-01-18,San Jose State,,Nevada,,,
42.0,2025-01-18,Stephen F. Austin,,Nicholls State,,,
64.0,2025-01-18,Stanford,,North Carolina,,,
21.0,2025-01-18,Kansas City,,North Dakota,,,
35.0,2025-01-18,North Alabama,,North Florida,,,
25.0,2025-01-18,Portland State,,Northern Arizona,,,
26.0,2025-01-18,Sacramento State,,Northern Colorado,,,
29.0,2025-01-18,Central Michigan,,Northern Illinois,,,
48.0,2025-01-18,Wright State,,Northern Kentucky,,,
43.0,2025-01-18,Southeastern Louisiana,,Northwestern State,,,
38.0,2025-01-18,South Carolina,,Oklahoma,,,
44.0,2025-01-18,Colorado,,Oklahoma State,,,
48.0,2025-01-18,Georgia Southern,,Old Dominion,,,
63.0,2025-01-18,Purdue,,Oregon,,,
7.0,2025-01-18,Cornell,,Pennsylvania,,,
37.0,2025-01-18,Saint Mary's (CA),,Pepperdine,,,
65.0,2025-01-18,Clemson,,Pittsburgh,,,
26.0,2025-01-18,Jackson State,,Prairie View,,,
38.0,2025-01-18,Davidson,,Rhode Island,,,
39.0,2025-01-18,Saint Louis,,Richmond,,,
47.0,2025-01-18,Saint Peter's,,Sacred Heart,,,
27.0,2025-01-18,East Tennessee State,,Samford,,,
40.0,2025-01-18,Nevada-Las Vegas,,San Diego State,,,
38.0,2025-01-18,Oregon State,,San Francisco,,,
17.0,2025-01-18,Southern Utah,,Seattle,,,
42.0,2025-01-18,St. John's (NY),,Seton Hall,,,
49.0,2025-01-18,Troy,,South Alabama,,,
22.0,2025-01-18,North Dakota State,,South Dakota,,,
23.0,2025-01-18,Oral Roberts,,South Dakota State,,,
30.0,2025-01-18,Tulsa,,South Florida,,,
27.0,2025-01-18,Grambling,,Southern,,,
64.0,2025-01-18,Wisconsin,,Southern California,,,
48.0,2025-01-18,Northern Iowa,,Southern Illinois,,,
42.0,2025-01-18,Western Illinois,,Southern Indiana,,,
24.0,2025-01-18,Denver,,St. Thomas,,,
36.0,2025-01-18,West Georgia,,Stetson,,,
66.0,2025-01-18,Notre Dame,,Syracuse,,,
43.0,2025-01-18,Eastern Illinois,,Tennessee State,,,
44.0,2025-01-18,Little Rock,,Tennessee Tech,,,
45.0,2025-01-18,Southern Illinois-Edwardsville,,Tennessee-Martin,,,
39.0,2025-01-18,Louisiana State,,Texas A&M,,,
28.0,2025-01-18,Alcorn State,,Texas Southern,,,
50.0,2025-01-18,Southern Mississippi,,Texas State,,,
45.0,2025-01-18,Arizona,,Texas Tech,,,
28.0,2025-01-18,Virginia Military Institute,,The Citadel,,,
39.0,2025-01-18,Stony Brook,,Towson,,,
37.0,2025-01-18,Cal Poly,,UC Irvine,,,
38.0,2025-01-18,UC San Diego,,UC Riverside,,,
39.0,2025-01-18,UC Davis,,UC Santa Barbara,,,
46.0,2025-01-18,Houston,,UCF,,,
24.0,2025-01-18,Winthrop,,UNC Asheville,,,
31.0,2025-01-18,North Texas,,UTSA,,,
47.0,2025-01-18,Brigham Young,,Utah,,,
18.0,2025-01-18,Utah Tech,,Utah Valley,,,
49.0,2025-01-18,Illinois-Chicago,,Valparaiso,,,
40.0,2025-01-18,Tennessee,,Vanderbilt,,,
67.0,2025-01-18,Wake Forest,,Virginia Tech,,,
19.0,2025-01-18,Mercyhurst,,Wagner,,,
39.0,2025-01-18,Portland,,Washington State,,,
27.0,2025-01-18,Montana State,,Weber State,,,
48.0,2025-01-18,Iowa State,,West Virginia,,,
29.0,2025-01-18,UNC Greensboro,,Western Carolina,,,
30.0,2025-01-18,Buffalo,,Western Michigan,,,
32.0,2025-01-18,East Carolina,,Wichita State,,,
30.0,2025-01-18,Mercer,,Wofford,,,
42.0,2025-01-18,Colorado State,,Wyoming,,,
49.0,2025-01-19,TCU,,Baylor,,,
33.0,2025-01-19,Memphis,,Charlotte,,,
34.0,2025-01-19,Rice,,Florida Atlantic,,,
49.0,2025-01-19,Youngstown State,,Green Bay,,,
40.0,2025-01-19,Cal State Bakersfield,,Hawaii,,,
50.0,2025-01-19,Cleveland State,,IU Indy,,,
65.0,2025-01-19,Nebraska,,Maryland,,,
40.0,2025-01-19,La Salle,,Massachusetts,,,
66.0,2025-01-19,Northwestern,,Michigan,,,
67.0,2025-01-19,Illinois,,Michigan State,,,
51.0,2025-01-19,Robert Morris,,Milwaukee,,,
35.0,2025-01-19,Tulane,,Temple,,,
29.0,2025-01-20,Arkansas-Pine Bluff,,Bethune-Cookman,,,
21.0,2025-01-20,FDU,,Chicago State,,,
31.0,2025-01-20,Bucknell,,Colgate,,,
8.0,2025-01-20,Brown,,Cornell,,,
40.0,2025-01-20,Hofstra,,Drexel,,,
44.0,2025-01-20,Southeastern Louisiana,,East Texas A&M,,,
30.0,2025-01-20,Mississippi Valley State,,Florida A&M,,,
9.0,2025-01-20,Pennsylvania,,Harvard,,,
45.0,2025-01-20,Texas A&M-Corpus Christi,,Houston Christian,,,
46.0,2025-01-20,Texas-Rio Grande Valley,,Incarnate Word,,,
22.0,2025-01-20,Stonehill,,Le Moyne,,,
23.0,2025-01-20,Mercyhurst,,Long Island University,,,
47.0,2025-01-20,Stephen F. Austin,,McNeese State,,,
28.0,2025-01-20,Idaho,,Montana,,,
29.0,2025-01-20,Eastern Washington,,Montana State,,,
43.0,2025-01-20,Fresno State,,New Mexico,,,
48.0,2025-01-20,Lamar,,Nicholls State,,,
42.0,2025-01-20,Hampton,,North Carolina A&T,,,
49.0,2025-01-20,New Orleans,,Northwestern State,,,
68.0,2025-01-20,Rutgers,,Penn State,,,
31.0,2025-01-20,Alcorn State,,Prairie View,,,
10.0,2025-01-20,Columbia,,Princeton,,,
32.0,2025-01-20,Jackson State,,Texas Southern,,,
43.0,2025-01-20,William & Mary,,UNC Wilmington,,,
43.0,2025-01-20,Georgetown,,Villanova,,,
24.0,2025-01-20,Saint Francis (PA),,Wagner,,,
11.0,2025-01-20,Dartmouth,,Yale,,,
42.0,2025-01-21,Vanderbilt,,Alabama,,,
50.0,2025-01-21,Bradley,,Belmont,,,
31.0,2025-01-21,Akron,,Buffalo,,,
32.0,2025-01-21,Ball State,,Central Michigan,,,
50.0,2025-01-21,Texas Tech,,Cincinnati,,,
51.0,2025-01-21,Brigham Young,,Colorado,,,
44.0,2025-01-21,Butler,,Connecticut,,,
42.0,2025-01-21,Saint Joseph's,,Davidson,,,
45.0,2025-01-21,Creighton,,DePaul,,,
43.0,2025-01-21,Dayton,,Duquesne,,,
33.0,2025-01-21,Ohio,,Eastern Michigan,,,
52.0,2025-01-21,Utah,,Houston,,,
51.0,2025-01-21,Indiana State,,Illinois State,,,
69.0,2025-01-21,Minnesota,,Iowa,,,
53.0,2025-01-21,UCF,,Iowa State,,,
34.0,2025-01-21,Bowling Green State,,Miami (OH),,,
44.0,2025-01-21,Wyoming,,Nevada-Las Vegas,,,
52.0,2025-01-21,Missouri State,,Northern Iowa,,,
54.0,2025-01-21,Arizona,,Oklahoma State,,,
70.0,2025-01-21,Washington,,Oregon,,,
71.0,2025-01-21,Ohio State,,Purdue,,,
44.0,2025-01-21,Virginia Commonwealth,,Rhode Island,,,
46.0,2025-01-21,Marquette,,Seton Hall,,,
68.0,2025-01-21,Louisville,,Southern Methodist,,,
45.0,2025-01-21,George Mason,,St. Bonaventure,,,
43.0,2025-01-21,Mississippi State,,Tennessee,,,
46.0,2025-01-21,Tennessee-Martin,,Tennessee State,,,
44.0,2025-01-21,Missouri,,Texas,,,
35.0,2025-01-21,Kent State,,Toledo,,,
36.0,2025-01-21,East Carolina,,Tulsa,,,
37.0,2025-01-21,UTSA,,UAB,,,
72.0,2025-01-21,Wisconsin,,UCLA,,,
69.0,2025-01-21,Boston College,,Virginia,,,
70.0,2025-01-21,North Carolina,,Wake Forest,,,
55.0,2025-01-21,Arizona State,,West Virginia,,,
36.0,2025-01-21,Northern Illinois,,Western Michigan,,,
45.0,2025-01-22,San Diego State,,Air Force,,,
32.0,2025-01-22,Lehigh,,American,,,
45.0,2025-01-22,Georgia,,Arkansas,,,
56.0,2025-01-22,Kansas State,,Baylor,,,
71.0,2025-01-22,Florida State,,California,,,
38.0,2025-01-22,South Florida,,Charlotte,,,
31.0,2025-01-22,Samford,,Chattanooga,,,
72.0,2025-01-22,Syracuse,,Clemson,,,
52.0,2025-01-22,Detroit Mercy,,Cleveland State,,,
46.0,2025-01-22,Boise State,,Colorado State,,,
53.0,2025-01-22,Valparaiso,,Drake,,,
32.0,2025-01-22,Western Carolina,,East Tennessee State,,,
54.0,2025-01-22,Illinois-Chicago,,Evansville,,,
25.0,2025-01-22,UNC Asheville,,Gardner-Webb,,,
51.0,2025-01-22,Coastal Carolina,,Georgia Southern,,,
73.0,2025-01-22,Virginia Tech,,Georgia Tech,,,
53.0,2025-01-22,IU Indy,,Green Bay,,,
33.0,2025-01-22,Army,,Holy Cross,,,
52.0,2025-01-22,Texas State,,Louisiana,,,
46.0,2025-01-22,Fordham,,Loyola (IL),,,
34.0,2025-01-22,Lafayette,,Loyola (MD),,,
47.0,2025-01-22,George Washington,,Massachusetts,,,
46.0,2025-01-22,Texas A&M,,Mississippi,,,
35.0,2025-01-22,Boston University,,Navy,,,
73.0,2025-01-22,Southern California,,Nebraska,,,
39.0,2025-01-22,Temple,,North Texas,,,
74.0,2025-01-22,Indiana,,Northwestern,,,
54.0,2025-01-22,Purdue Fort Wayne,,Oakland,,,
53.0,2025-01-22,James Madison,,Old Dominion,,,
40.0,2025-01-22,Loyola Marymount,,Pacific,,,
26.0,2025-01-22,Charleston Southern,,Presbyterian,,,
27.0,2025-01-22,Longwood,,Radford,,,
48.0,2025-01-22,La Salle,,Saint Louis,,,
47.0,2025-01-22,Florida,,South Carolina,,,
28.0,2025-01-22,High Point,,South Carolina Upstate,,,
55.0,2025-01-22,Murray State,,Southern Illinois,,,
47.0,2025-01-22,Xavier,,St. John's (NY),,,
74.0,2025-01-22,Miami (FL),,Stanford,,,
57.0,2025-01-22,Kansas,,TCU,,,
33.0,2025-01-22,Mercer,,UNC Greensboro,,,
47.0,2025-01-22,Nevada,,Utah State,,,
34.0,2025-01-22,Furman,,Virginia Military Institute,,,
35.0,2025-01-22,The Citadel,,Wofford,,,
55.0,2025-01-22,Milwaukee,,Wright State,,,
56.0,2025-01-22,Robert Morris,,Youngstown State,,,
19.0,2025-01-23,Tarleton State,,Abilene Christian,,,
21.0,2025-01-23,Maryland-Baltimore County,,Albany (NY),,,
54.0,2025-01-23,Appalachian State,,Arkansas State,,,
37.0,2025-01-23,Florida Gulf Coast,,Bellarmine,,,
42.0,2025-01-23,Cal State Bakersfield,,Cal State Fullerton,,,
43.0,2025-01-23,Long Beach State,,Cal State Northridge,,,
21.0,2025-01-23,Utah Valley,,California Baptist,,,
48.0,2025-01-23,Sacred Heart,,Canisius,,,
38.0,2025-01-23,Austin Peay,,Central Arkansas,,,
44.0,2025-01-23,UNC Wilmington,,College of Charleston,,,
47.0,2025-01-23,Morehead State,,Eastern Illinois,,,
39.0,2025-01-23,Stetson,,Eastern Kentucky,,,
30.0,2025-01-23,Northern Arizona,,Eastern Washington,,,
45.0,2025-01-23,Monmouth,,Elon,,,
55.0,2025-01-23,Marshall,,Georgia State,,,
46.0,2025-01-23,Delaware,,Hofstra,,,
31.0,2025-01-23,Northern Colorado,,Idaho,,,
75.0,2025-01-23,Maryland,,Illinois,,,
25.0,2025-01-23,South Dakota State,,Kansas City,,,
48.0,2025-01-23,Southeast Missouri State,,Lindenwood,,,
28.0,2025-01-23,Western Kentucky,,Louisiana Tech,,,
56.0,2025-01-23,South Alabama,,Louisiana-Monroe,,,
49.0,2025-01-23,Fairfield,,Manhattan,,,
22.0,2025-01-23,Maine,,Massachusetts-Lowell,,,
40.0,2025-01-23,Wichita State,,Memphis,,,
23.0,2025-01-23,Bryant,,New Hampshire,,,
29.0,2025-01-23,Kennesaw State,,New Mexico State,,,
50.0,2025-01-23,Marist,,Niagara,,,
40.0,2025-01-23,Lipscomb,,North Alabama,,,
26.0,2025-01-23,South Dakota,,North Dakota,,,
47.0,2025-01-23,Drexel,,Northeastern,,,
27.0,2025-01-23,St. Thomas,,Omaha,,,
28.0,2025-01-23,Denver,,Oral Roberts,,,
42.0,2025-01-23,Pepperdine,,Oregon State,,,
43.0,2025-01-23,San Diego,,Portland,,,
32.0,2025-01-23,Weber State,,Portland State,,,
42.0,2025-01-23,North Florida,,Queens (NC),,,
51.0,2025-01-23,Iona,,Rider,,,
33.0,2025-01-23,Idaho State,,Sacramento State,,,
44.0,2025-01-23,San Francisco,,Saint Mary's (CA),,,
52.0,2025-01-23,Merrimack,,Saint Peter's,,,
30.0,2025-01-23,Middle Tennessee,,Sam Houston,,,
45.0,2025-01-23,Washington State,,Santa Clara,,,
53.0,2025-01-23,Mount St. Mary's,,Siena,,,
49.0,2025-01-23,Southern Indiana,,Southern Illinois-Edwardsville,,,
22.0,2025-01-23,Grand Canyon,,Southern Utah,,,
48.0,2025-01-23,Campbell,,Stony Brook,,,
50.0,2025-01-23,Tennessee Tech,,Tennessee State,,,
49.0,2025-01-23,North Carolina A&T,,Towson,,,
57.0,2025-01-23,Southern Mississippi,,Troy,,,
44.0,2025-01-23,Hawaii,,UC Davis,,,
45.0,2025-01-23,UC Irvine,,UC Riverside,,,
46.0,2025-01-23,UC Santa Barbara,,UC San Diego,,,
23.0,2025-01-23,Seattle,,UT Arlington,,,
31.0,2025-01-23,Jacksonville State,,UTEP,,,
24.0,2025-01-23,NJIT,,Vermont,,,
43.0,2025-01-23,Jacksonville,,West Georgia,,,
51.0,2025-01-23,Little Rock,,Western Illinois,,,
50.0,2025-01-23,Hampton,,William & Mary,,,
37.0,2025-01-24,Toledo,,Bowling Green State,,,
49.0,2025-01-24,Saint Joseph's,,Dayton,,,
76.0,2025-01-24,Penn State,,Iowa,,,
25.0,2025-01-24,Central Connecticut State,,Le Moyne,,,
48.0,2025-01-24,Villanova,,Marquette,,,
26.0,2025-01-24,Wagner,,Mercyhurst,,,
57.0,2025-01-24,Milwaukee,,Northern Kentucky,,,
77.0,2025-01-24,Michigan,,Purdue,,,
27.0,2025-01-24,Long Island University,,Saint Francis (PA),,,
28.0,2025-01-24,Chicago State,,Stonehill,,,
50.0,2025-01-24,St. Bonaventure,,Virginia Commonwealth,,,
78.0,2025-01-24,UCLA,,Washington,,,
24.0,2025-01-25,UT Arlington,,Abilene Christian,,,
48.0,2025-01-25,Utah State,,Air Force,,,
38.0,2025-01-25,Miami (OH),,Akron,,,
48.0,2025-01-25,Louisiana State,,Alabama,,,
33.0,2025-01-25,Texas Southern,,Alabama A&M,,,
34.0,2025-01-25,Prairie View,,Alabama State,,,
25.0,2025-01-25,NJIT,,Albany (NY),,,
35.0,2025-01-25,Florida A&M,,Alcorn State,,,
36.0,2025-01-25,Colgate,,American,,,
58.0,2025-01-25,Colorado,,Arizona,,,
59.0,2025-01-25,Iowa State,,Arizona State,,,
49.0,2025-01-25,Oklahoma,,Arkansas,,,
58.0,2025-01-25,Texas State,,Arkansas State,,,
36.0,2025-01-25,Southern,,Arkansas-Pine Bluff,,,
50.0,2025-01-25,Tennessee,,Auburn,,,
44.0,2025-01-25,Stetson,,Bellarmine,,,
56.0,2025-01-25,Illinois State,,Bradley,,,
60.0,2025-01-25,Cincinnati,,Brigham Young,,,
12.0,2025-01-25,Dartmouth,,Brown,,,
26.0,2025-01-25,Binghamton,,Bryant,,,
49.0,2025-01-25,DePaul,,Butler,,,
47.0,2025-01-25,Long Beach State,,Cal Poly,,,
48.0,2025-01-25,UC Riverside,,Cal State Bakersfield,,,
49.0,2025-01-25,UC Santa Barbara,,Cal State Fullerton,,,
75.0,2025-01-25,Miami (FL),,California,,,
54.0,2025-01-25,Marist,,Canisius,,,
45.0,2025-01-25,Lipscomb,,Central Arkansas,,,
39.0,2025-01-25,Western Michigan,,Central Michigan,,,
29.0,2025-01-25,UNC Asheville,,Charleston Southern,,,
58.0,2025-01-25,Green Bay,,Cleveland State,,,
50.0,2025-01-25,Seton Hall,,Creighton,,,
51.0,2025-01-25,Delaware,,Drexel,,,
42.0,2025-01-25,South Florida,,East Carolina,,,
36.0,2025-01-25,Chattanooga,,East Tennessee State,,,
52.0,2025-01-25,Southern Indiana,,Eastern Illinois,,,
46.0,2025-01-25,Florida Gulf Coast,,Eastern Kentucky,,,
40.0,2025-01-25,Buffalo,,Eastern Michigan,,,
34.0,2025-01-25,Northern Colorado,,Eastern Washington,,,
52.0,2025-01-25,College of Charleston,,Elon,,,
55.0,2025-01-25,Merrimack,,Fairfield,,,
51.0,2025-01-25,Georgia,,Florida,,,
32.0,2025-01-25,Liberty,,Florida International,,,
49.0,2025-01-25,Colorado State,,Fresno State,,,
51.0,2025-01-25,Saint Louis,,George Washington,,,
59.0,2025-01-25,Marshall,,Georgia Southern,,,
60.0,2025-01-25,James Madison,,Georgia State,,,
30.0,2025-01-25,Winthrop,,High Point,,,
53.0,2025-01-25,Campbell,,Hofstra,,,
59.0,2025-01-25,Purdue Fort Wayne,,IU Indy,,,
35.0,2025-01-25,Northern Arizona,,Idaho,,,
57.0,2025-01-25,Southern Illinois,,Illinois-Chicago,,,
58.0,2025-01-25,Northern Iowa,,Indiana State,,,
56.0,2025-01-25,Siena,,Iona,,,
37.0,2025-01-25,Bethune-Cookman,,Jackson State,,,
61.0,2025-01-25,Houston,,Kansas,,,
29.0,2025-01-25,St. Thomas,,Kansas City,,,
63.0,2025-01-25,West Virginia,,Kansas State,,,
52.0,2025-01-25,Rhode Island,,La Salle,,,
50.0,2025-01-25,East Texas A&M,,Lamar,,,
37.0,2025-01-25,Lafayette,,Lehigh,,,
53.0,2025-01-25,Little Rock,,Lindenwood,,,
31.0,2025-01-25,South Carolina Upstate,,Longwood,,,
61.0,2025-01-25,Southern Mississippi,,Louisiana,,,
33.0,2025-01-25,Middle Tennessee,,Louisiana Tech,,,
63.0,2025-01-25,Appalachian State,,Louisiana-Monroe,,,
38.0,2025-01-25,Holy Cross,,Loyola (MD),,,
16.0,2025-01-25,Delaware State,,Maryland-Eastern Shore,,,
27.0,2025-01-25,New Hampshire,,Massachusetts-Lowell,,,
37.0,2025-01-25,Furman,,Mercer,,,
79.0,2025-01-25,Oregon,,Minnesota,,,
38.0,2025-01-25,Grambling,,Mississippi Valley State,,,
52.0,2025-01-25,Mississippi,,Missouri,,,
59.0,2025-01-25,Drake,,Missouri State,,,
36.0,2025-01-25,Montana State,,Montana,,,
17.0,2025-01-25,Coppin State,,Morgan State,,,
57.0,2025-01-25,Manhattan,,Mount St. Mary's,,,
60.0,2025-01-25,Belmont,,Murray State,,,
76.0,2025-01-25,Southern Methodist,,NC State,,,
50.0,2025-01-25,San Diego State,,Nevada,,,
51.0,2025-01-25,New Mexico,,Nevada-Las Vegas,,,
34.0,2025-01-25,Jacksonville State,,New Mexico State,,,
51.0,2025-01-25,Houston Christian,,New Orleans,,,
58.0,2025-01-25,Sacred Heart,,Niagara,,,
18.0,2025-01-25,Howard,,Norfolk State,,,
47.0,2025-01-25,Austin Peay,,North Alabama,,,
77.0,2025-01-25,Boston College,,North Carolina,,,
19.0,2025-01-25,South Carolina State,,North Carolina Central,,,
30.0,2025-01-25,North Dakota,,North Dakota State,,,
42.0,2025-01-25,Ball State,,Northern Illinois,,,
43.0,2025-01-25,Kent State,,Ohio,,,
64.0,2025-01-25,Coastal Carolina,,Old Dominion,,,
31.0,2025-01-25,Omaha,,Oral Roberts,,,
46.0,2025-01-25,Santa Clara,,Oregon State,,,
13.0,2025-01-25,Columbia,,Pennsylvania,,,
47.0,2025-01-25,Pacific,,Pepperdine,,,
48.0,2025-01-25,Gonzaga,,Portland,,,
37.0,2025-01-25,Idaho State,,Portland State,,,
32.0,2025-01-25,Radford,,Presbyterian,,,
14.0,2025-01-25,Cornell,,Princeton,,,
51.0,2025-01-25,Georgetown,,Providence,,,
48.0,2025-01-25,Jacksonville,,Queens (NC),,,
59.0,2025-01-25,Rider,,Quinnipiac,,,
43.0,2025-01-25,Tulane,,Rice,,,
53.0,2025-01-25,Davidson,,Richmond,,,
60.0,2025-01-25,Oakland,,Robert Morris,,,
80.0,2025-01-25,Michigan State,,Rutgers,,,
38.0,2025-01-25,Weber State,,Sacramento State,,,
35.0,2025-01-25,Western Kentucky,,Sam Houston,,,
38.0,2025-01-25,Wofford,,Samford,,,
49.0,2025-01-25,San Diego,,San Francisco,,,
52.0,2025-01-25,Wyoming,,San Jose State,,,
25.0,2025-01-25,Utah Valley,,Seattle,,,
53.0,2025-01-25,Mississippi State,,South Carolina,,,
32.0,2025-01-25,South Dakota,,South Dakota State,,,
52.0,2025-01-25,Incarnate Word,,Southeastern Louisiana,,,
54.0,2025-01-25,Morehead State,,Southern Illinois-Edwardsville,,,
26.0,2025-01-25,California Baptist,,Southern Utah,,,
78.0,2025-01-25,Florida State,,Stanford,,,
53.0,2025-01-25,Northwestern State,,Stephen F. Austin,,,
54.0,2025-01-25,North Carolina A&T,,Stony Brook,,,
79.0,2025-01-25,Pittsburgh,,Syracuse,,,
55.0,2025-01-25,Tennessee Tech,,Tennessee-Martin,,,
54.0,2025-01-25,Texas A&M,,Texas,,,
54.0,2025-01-25,Nicholls State,,Texas A&M-Corpus Christi,,,
55.0,2025-01-25,McNeese State,,Texas-Rio Grande Valley,,,
39.0,2025-01-25,Western Carolina,,The Citadel,,,
65.0,2025-01-25,South Alabama,,Troy,,,
50.0,2025-01-25,Hawaii,,UC Irvine,,,
51.0,2025-01-25,Cal State Northridge,,UC San Diego,,,
64.0,2025-01-25,TCU,,UCF,,,
55.0,2025-01-25,Hampton,,UNC Wilmington,,,
36.0,2025-01-25,Kennesaw State,,UTEP,,,
44.0,2025-01-25,Temple,,UTSA,,,
65.0,2025-01-25,Baylor,,Utah,,,
27.0,2025-01-25,Grand Canyon,,Utah Tech,,,
61.0,2025-01-25,Evansville,,Valparaiso,,,
55.0,2025-01-25,Kentucky,,Vanderbilt,,,
28.0,2025-01-25,Maryland-Baltimore County,,Vermont,,,
80.0,2025-01-25,Notre Dame,,Virginia,,,
40.0,2025-01-25,UNC Greensboro,,Virginia Military Institute,,,
81.0,2025-01-25,Clemson,,Virginia Tech,,,
82.0,2025-01-25,Duke,,Wake Forest,,,
50.0,2025-01-25,Saint Mary's (CA),,Washington State,,,
49.0,2025-01-25,North Florida,,West Georgia,,,
56.0,2025-01-25,Southeast Missouri State,,Western Illinois,,,
56.0,2025-01-25,Monmouth,,William & Mary,,,
61.0,2025-01-25,Detroit Mercy,,Wright State,,,
52.0,2025-01-25,Connecticut,,Xavier,,,
15.0,2025-01-25,Harvard,,Yale,,,
39.0,2025-01-26,Navy,,Army,,,
29.0,2025-01-26,Chicago State,,Central Connecticut State,,,
54.0,2025-01-26,Duquesne,,Fordham,,,
81.0,2025-01-26,Northwestern,,Illinois,,,
82.0,2025-01-26,Maryland,,Indiana,,,
45.0,2025-01-26,UAB,,Memphis,,,
30.0,2025-01-26,Long Island University,,Mercyhurst,,,
46.0,2025-01-26,Florida Atlantic,,North Texas,,,
31.0,2025-01-26,Wagner,,Saint Francis (PA),,,
32.0,2025-01-26,FDU,,Stonehill,,,
66.0,2025-01-26,Oklahoma State,,Texas Tech,,,
47.0,2025-01-26,Wichita State,,Tulsa,,,
84.0,2025-01-26,Nebraska,,Wisconsin,,,
39.0,2025-01-27,Prairie View,,Alabama A&M,,,
40.0,2025-01-27,Texas Southern,,Alabama State,,,
42.0,2025-01-27,Bethune-Cookman,,Alcorn State,,,
67.0,2025-01-27,Iowa State,,Arizona,,,
43.0,2025-01-27,Grambling,,Arkansas-Pine Bluff,,,
40.0,2025-01-27,Holy Cross,,Boston University,,,
84.0,2025-01-27,NC State,,Duke,,,
44.0,2025-01-27,Florida A&M,,Jackson State,,,
56.0,2025-01-27,Northwestern State,,Lamar,,,
85.0,2025-01-27,Penn State,,Michigan,,,
45.0,2025-01-27,Southern,,Mississippi Valley State,,,
57.0,2025-01-27,Incarnate Word,,New Orleans,,,
57.0,2025-01-27,Towson,,Northeastern,,,
86.0,2025-01-27,Iowa,,Ohio State,,,
58.0,2025-01-27,Houston Christian,,Southeastern Louisiana,,,
87.0,2025-01-27,UCLA,,Southern California,,,
59.0,2025-01-27,East Texas A&M,,Stephen F. Austin,,,
60.0,2025-01-27,McNeese State,,Texas A&M-Corpus Christi,,,
61.0,2025-01-27,Nicholls State,,Texas-Rio Grande Valley,,,
44.0,2025-01-28,Western Michigan,,Ball State,,,
68.0,2025-01-28,Baylor,,Brigham Young,,,
45.0,2025-01-28,Central Michigan,,Buffalo,,,
53.0,2025-01-28,Marquette,,Butler,,,
69.0,2025-01-28,Arizona State,,Colorado,,,
53.0,2025-01-28,Air Force,,Colorado State,,,
54.0,2025-01-28,St. John's (NY),,Georgetown,,,
56.0,2025-01-28,South Carolina,,Georgia,,,
51.0,2025-01-28,Oregon State,,Gonzaga,,,
70.0,2025-01-28,UCF,,Kansas,,,
46.0,2025-01-28,Bowling Green State,,Kent State,,,
47.0,2025-01-28,Eastern Michigan,,Miami (OH),,,
88.0,2025-01-28,Minnesota,,Michigan State,,,
57.0,2025-01-28,Southern Indiana,,Morehead State,,,
48.0,2025-01-28,Akron,,Northern Illinois,,,
85.0,2025-01-28,Georgia Tech,,Notre Dame,,,
49.0,2025-01-28,Toledo,,Ohio,,,
86.0,2025-01-28,North Carolina,,Pittsburgh,,,
